g id	t id	f1	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f2	f20	f3	f4	f5	f6	f7	f8	f9
g181	t902	False	True	False	False	True	False	False	False	True	False	True	True	False	False	False	True	False	False	False	False
g181	t903	False	True	False	False	True	False	False	False	True	False	True	True	False	False	False	True	False	False	False	False
g181	t904																				
g181	t905	False	True	False	False	True	False	False	False	True	False	True	True	False	False	False	True	False	False	False	False
g181	t906	False	True	False	False	True	False	False	False	True	False	True	True	False	False	False	True	False	False	False	False
g181	t907	False	True	False	False	True	False	False	False	True	False	True	True	False	False	False	True	False	False	False	False
g181	t908																				
g181	t909																				
g181	t910	False	True	False	False	True	False	False	False	True	False	True	True	False	False	False	True	False	False	False	False
g181	t911																				
g181	t912	False	True	False	False	True	False	False	False	True	False	True	True	False	False	False	True	False	False	False	False
g181	t913	False	True	False	False	True	False	False	False	True	False	True	True	False	False	False	True	False	False	False	False
g182	t914	True	False	False	False	False	True	False	True	False	True	True	False	False	False	False	True	False	True	False	False
g182	t915																				
g182	t916																				
g182	t917	True	False	False	False	False	True	False	True	False	True	True	False	False	False	False	True	False	True	False	False
g182	t918	True	False	False	False	False	True	False	True	False	True	True	False	False	False	False	True	False	True	False	False
g182	t919	True	False	False	False	False	True	False	True	False	True	True	False	False	False	False	True	False	True	False	False
g182	t920																				
g183	t921	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False
g183	t922																				
g183	t923																				
g183	t924																				
g183	t925	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False
g183	t926																				
g183	t927	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False
g183	t928	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False
g183	t929																				
g183	t930	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False
g183	t931	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False
g183	t932	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False
g183	t933	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False
g183	t934	False	True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	False	True	False	False
g183	t935																				
g184	t936	False	False	False	False	True	False	False	False	True	False	True	False	True	True	True	False	False	False	False	True
g184	t937	False	False	False	False	True	False	False	False	True	False	True	False	True	True	True	False	False	False	False	True
g184	t938																				
g184	t939	False	False	False	False	True	False	False	False	True	False	True	False	True	True	True	False	False	False	False	True
g184	t940																				
g184	t941	False	False	False	False	True	False	False	False	True	False	True	False	True	True	True	False	False	False	False	True
g184	t942																				
g185	t943																				
g185	t944	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	False	True	True	True	True
g185	t945																				
g185	t946	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	False	True	True	True	True
g185	t947	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	False	True	True	True	True
g185	t948	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	False	True	True	True	True
g185	t949	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	False	True	True	True	True
g185	t950																				
g185	t951	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	False	True	True	True	True
g185	t952																				
g185	t953	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	False	True	True	True	True
g185	t954	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	False	True	True	True	True
g185	t955	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	False	True	True	True	True
g186	t956	False	False	True	False	True	False	True	True	True	False	True	False	False	False	False	True	False	True	False	True
g186	t957	False	False	True	False	True	False	True	True	True	False	True	False	False	False	False	True	False	True	False	True
g186	t958	False	False	True	False	True	False	True	True	True	False	True	False	False	False	False	True	False	True	False	True
g186	t959																				
g186	t960	False	False	True	False	True	False	True	True	True	False	True	False	False	False	False	True	False	True	False	True
g186	t961																				
g186	t962	False	False	True	False	True	False	True	True	True	False	True	False	False	False	False	True	False	True	False	True
g186	t963	False	False	True	False	True	False	True	True	True	False	True	False	False	False	False	True	False	True	False	True
g186	t964																				
g186	t965	False	False	True	False	True	False	True	True	True	False	True	False	False	False	False	True	False	True	False	True
g187	t966	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	False	True	False	False	False
g187	t967	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	False	True	False	False	False
g187	t968																				
g187	t969																				
g187	t970	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	False	True	False	False	False
g187	t971	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	False	True	False	False	False
g187	t972	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	False	True	False	False	False
g187	t973																				
g187	t974	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	False	True	False	False	False
g187	t975																				
g187	t976																				
g187	t977	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	False	True	False	False	False
g187	t978	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	False	True	False	False	False
g187	t979	False	False	False	False	False	True	True	True	False	True	False	False	False	True	True	False	True	False	False	False
g188	t980	False	True	False	False	False	True	False	False	True	True	False	True	True	False	False	True	False	False	True	False
g188	t981	False	True	False	False	False	True	False	False	True	True	False	True	True	False	False	True	False	False	True	False
g188	t982	False	True	False	False	False	True	False	False	True	True	False	True	True	False	False	True	False	False	True	False
g188	t983	False	True	False	False	False	True	False	False	True	True	False	True	True	False	False	True	False	False	True	False
g188	t984																				
g188	t985																				
g188	t986	False	True	False	False	False	True	False	False	True	True	False	True	True	False	False	True	False	False	True	False
g188	t987																				
g189	t988	False	False	False	False	True	False	False	False	False	False	True	False	True	True	False	False	False	False	True	False
g189	t989	False	False	False	False	True	False	False	False	False	False	True	False	True	True	False	False	False	False	True	False
g189	t990	False	False	False	False	True	False	False	False	False	False	True	False	True	True	False	False	False	False	True	False
g189	t991																				
g189	t992	False	False	False	False	True	False	False	False	False	False	True	False	True	True	False	False	False	False	True	False
g189	t993	False	False	False	False	True	False	False	False	False	False	True	False	True	True	False	False	False	False	True	False
g189	t994	False	False	False	False	True	False	False	False	False	False	True	False	True	True	False	False	False	False	True	False
g189	t995																				
g189	t996																				
g19	t997																				
g19	t998	False	True	True	False	True	True	True	False	True	False	True	False	False	False	False	True	False	True	False	False
g19	t999																				
g19	t1000																				
g19	t1001	False	True	True	False	True	True	True	False	True	False	True	False	False	False	False	True	False	True	False	False
g19	t1002																				
g19	t1003	False	True	True	False	True	True	True	False	True	False	True	False	False	False	False	True	False	True	False	False
g19	t1004	False	True	True	False	True	True	True	False	True	False	True	False	False	False	False	True	False	True	False	False
g19	t1005	False	True	True	False	True	True	True	False	True	False	True	False	False	False	False	True	False	True	False	False
g19	t1006	False	True	True	False	True	True	True	False	True	False	True	False	False	False	False	True	False	True	False	False
g19	t1007	False	True	True	False	True	True	True	False	True	False	True	False	False	False	False	True	False	True	False	False
g19	t1008	False	True	True	False	True	True	True	False	True	False	True	False	False	False	False	True	False	True	False	False
g19	t1009																				
g19	t1010																				
g190	t1011	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	False	False	False	True	False
g190	t1012																				
g190	t1013	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	False	False	False	True	False
g190	t1014																				
g190	t1015	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	False	False	False	True	False
g190	t1016																				
g190	t1017	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	False	False	False	True	False
g190	t1018	False	False	False	False	False	False	True	False	False	False	True	True	True	True	True	False	False	False	True	False
g190	t1019																				
g190	t1020																				
g191	t1021	False	True	True	False	True	False	False	False	True	False	False	False	True	True	False	False	True	False	True	False
g191	t1022	False	True	True	False	True	False	False	False	True	False	False	False	True	True	False	False	True	False	True	False
g191	t1023																				
g191	t1024																				
g191	t1025																				
g191	t1026	False	True	True	False	True	False	False	False	True	False	False	False	True	True	False	False	True	False	True	False
g191	t1027	False	True	True	False	True	False	False	False	True	False	False	False	True	True	False	False	True	False	True	False
g191	t1028	False	True	True	False	True	False	False	False	True	False	False	False	True	True	False	False	True	False	True	False
g191	t1029																				
g191	t1030																				
g191	t1031	False	True	True	False	True	False	False	False	True	False	False	False	True	True	False	False	True	False	True	False
g192	t1032	False	False	False	False	True	False	False	True	True	True	False	True	False	False	True	False	True	True	False	False
g192	t1033	False	False	False	False	True	False	False	True	True	True	False	True	False	False	True	False	True	True	False	False
g192	t1034																				
g192	t1035																				
g192	t1036																				
g192	t1037	False	False	False	False	True	False	False	True	True	True	False	True	False	False	True	False	True	True	False	False
g192	t1038																				
g192	t1039	False	False	False	False	True	False	False	True	True	True	False	True	False	False	True	False	True	True	False	False
g192	t1040	False	False	False	False	True	False	False	True	True	True	False	True	False	False	True	False	True	True	False	False
g192	t1041	False	False	False	False	True	False	False	True	True	True	False	True	False	False	True	False	True	True	False	False
g192	t1042																				
g192	t1043	False	False	False	False	True	False	False	True	True	True	False	True	False	False	True	False	True	True	False	False
g192	t1044	False	False	False	False	True	False	False	True	True	True	False	True	False	False	True	False	True	True	False	False
g193	t1045																				
g193	t1046	False	False	False	False	True	True	False	False	False	False	False	True	True	False	True	True	False	True	False	False
g193	t1047																				
g193	t1048	False	False	False	False	True	True	False	False	False	False	False	True	True	False	True	True	False	True	False	False
g193	t1049																				
g193	t1050	False	False	False	False	True	True	False	False	False	False	False	True	True	False	True	True	False	True	False	False
g193	t1051	False	False	False	False	True	True	False	False	False	False	False	True	True	False	True	True	False	True	False	False
g194	t1052	False	True	True	False	False	True	False	False	False	False	True	False	True	True	False	True	False	True	False	False
g194	t1053	False	True	True	False	False	True	False	False	False	False	True	False	True	True	False	True	False	True	False	False
g194	t1054																				
g194	t1055																				
g194	t1056																				
g194	t1057	False	True	True	False	False	True	False	False	False	False	True	False	True	True	False	True	False	True	False	False
g194	t1058	False	True	True	False	False	True	False	False	False	False	True	False	True	True	False	True	False	True	False	False
g194	t1059	False	True	True	False	False	True	False	False	False	False	True	False	True	True	False	True	False	True	False	False
g194	t1060	False	True	True	False	False	True	False	False	False	False	True	False	True	True	False	True	False	True	False	False
g194	t1061																				
g194	t1062	False	True	True	False	False	True	False	False	False	False	True	False	True	True	False	True	False	True	False	False
g194	t1063																				
g194	t1064	False	True	True	False	False	True	False	False	False	False	True	False	True	True	False	True	False	True	False	False
g195	t1065	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True
g195	t1066	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True
g195	t1067	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True
g195	t1068	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True
g195	t1069	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True
g195	t1070	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True
g195	t1071	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True
g195	t1072																				
g195	t1073	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True
g195	t1074																				
g195	t1075																				
g195	t1076																				
g195	t1077																				
g195	t1078	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True
g195	t1079	False	False	True	False	False	False	False	True	False	True	False	True	False	True	True	False	True	False	False	True
g195	t1080																				
g196	t1081																				
g196	t1082	False	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	True
g196	t1083	False	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	True
g196	t1084	False	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	True
g196	t1085																				
g196	t1086	False	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	True
g196	t1087	False	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	True
g196	t1088	False	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	True
g196	t1089	False	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	True
g196	t1090																				
g196	t1091	False	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	True
g196	t1092	False	False	False	True	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	True
g196	t1093																				
g197	t1094																				
g197	t1095	False	True	False	True	False	False	True	False	False	False	False	True	True	True	False	True	True	False	False	False
g197	t1096	False	True	False	True	False	False	True	False	False	False	False	True	True	True	False	True	True	False	False	False
g197	t1097	False	True	False	True	False	False	True	False	False	False	False	True	True	True	False	True	True	False	False	False
g197	t1098	False	True	False	True	False	False	True	False	False	False	False	True	True	True	False	True	True	False	False	False
g197	t1099																				
g197	t1100	False	True	False	True	False	False	True	False	False	False	False	True	True	True	False	True	True	False	False	False
g197	t1101	False	True	False	True	False	False	True	False	False	False	False	True	True	True	False	True	True	False	False	False
g197	t1102																				
g197	t1103	False	True	False	True	False	False	True	False	False	False	False	True	True	True	False	True	True	False	False	False
g197	t1104																				
g198	t1105	True	False	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	False	True	False
g198	t1106																				
g198	t1107	True	False	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	False	True	False
g198	t1108																				
g198	t1109	True	False	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	False	True	False
g198	t1110																				
g198	t1111	True	False	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	False	True	False
g198	t1112	True	False	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	False	True	False
g198	t1113	True	False	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	False	True	False
g198	t1114	True	False	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	False	True	False
g198	t1115																				
g198	t1116																				
g198	t1117	True	False	False	True	False	True	True	False	True	False	True	False	False	True	False	False	False	False	True	False
g199	t1118																				
g199	t1119																				
g199	t1120	False	True	False	True	True	True	True	False	False	False	True	True	False	False	False	False	False	False	True	True
g199	t1121	False	True	False	True	True	True	True	False	False	False	True	True	False	False	False	False	False	False	True	True
g199	t1122	False	True	False	True	True	True	True	False	False	False	True	True	False	False	False	False	False	False	True	True
g199	t1123	False	True	False	True	True	True	True	False	False	False	True	True	False	False	False	False	False	False	True	True
g2	t1124	False	False	True	True	True	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False
g2	t1125	False	False	True	True	True	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False
g2	t1126																				
g2	t1127																				
g2	t1128	False	False	True	True	True	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False
g20	t1129																				
g20	t1130	True	False	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	False
g20	t1131																				
g20	t1132	True	False	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	False
g20	t1133	True	False	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	False
g20	t1134																				
g20	t1135	True	False	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	False
g20	t1136	True	False	True	False	False	False	False	False	False	False	True	True	True	False	True	False	False	True	True	False
g200	t1137																				
g200	t1138																				
g200	t1139																				
g200	t1140	False	True	False	False	True	False	False	False	True	True	True	False	False	False	False	False	True	True	True	False
g200	t1141	False	True	False	False	True	False	False	False	True	True	True	False	False	False	False	False	True	True	True	False
g200	t1142	False	True	False	False	True	False	False	False	True	True	True	False	False	False	False	False	True	True	True	False
g21	t1143	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	False	True	False	False
g21	t1144	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	False	True	False	False
g21	t1145																				
g21	t1146	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	False	True	False	False
g21	t1147	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	False	True	False	False
g21	t1148	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	False	True	False	False
g21	t1149	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	False	True	False	False
g21	t1150																				
g21	t1151																				
g21	t1152	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	False	True	False	False
g21	t1153	False	False	False	True	False	True	False	True	True	True	False	False	False	True	False	False	False	True	False	False
g22	t1154																				
g22	t1155	False	False	True	False	False	False	True	False	False	False	True	False	True	True	False	True	True	False	False	False
g22	t1156																				
g22	t1157																				
g22	t1158	False	False	True	False	False	False	True	False	False	False	True	False	True	True	False	True	True	False	False	False
g22	t1159	False	False	True	False	False	False	True	False	False	False	True	False	True	True	False	True	True	False	False	False
g22	t1160	False	False	True	False	False	False	True	False	False	False	True	False	True	True	False	True	True	False	False	False
g22	t1161																				
g22	t1162	False	False	True	False	False	False	True	False	False	False	True	False	True	True	False	True	True	False	False	False
g22	t1163	False	False	True	False	False	False	True	False	False	False	True	False	True	True	False	True	True	False	False	False
g22	t1164																				
g22	t1165																				
g22	t1166																				
g22	t1167	False	False	True	False	False	False	True	False	False	False	True	False	True	True	False	True	True	False	False	False
g23	t1168	False	False	False	True	False	True	False	False	False	True	False	False	True	False	True	True	True	False	False	False
g23	t1169	False	False	False	True	False	True	False	False	False	True	False	False	True	False	True	True	True	False	False	False
g23	t1170																				
g23	t1171	False	False	False	True	False	True	False	False	False	True	False	False	True	False	True	True	True	False	False	False
g23	t1172	False	False	False	True	False	True	False	False	False	True	False	False	True	False	True	True	True	False	False	False
g23	t1173																				
g23	t1174	False	False	False	True	False	True	False	False	False	True	False	False	True	False	True	True	True	False	False	False
g24	t1175																				
g24	t1176	False	False	False	False	False	True	False	False	False	True	False	False	False	True	True	False	False	False	True	True
g24	t1177	False	False	False	False	False	True	False	False	False	True	False	False	False	True	True	False	False	False	True	True
g24	t1178	False	False	False	False	False	True	False	False	False	True	False	False	False	True	True	False	False	False	True	True
g24	t1179	False	False	False	False	False	True	False	False	False	True	False	False	False	True	True	False	False	False	True	True
g24	t1180	False	False	False	False	False	True	False	False	False	True	False	False	False	True	True	False	False	False	True	True
g24	t1181	False	False	False	False	False	True	False	False	False	True	False	False	False	True	True	False	False	False	True	True
g24	t1182																				
g24	t1183	False	False	False	False	False	True	False	False	False	True	False	False	False	True	True	False	False	False	True	True
g24	t1184	False	False	False	False	False	True	False	False	False	True	False	False	False	True	True	False	False	False	True	True
g24	t1185																				
g25	t1186																				
g25	t1187	False	True	False	False	True	True	False	False	False	False	True	False	False	False	True	False	False	False	False	True
g25	t1188																				
g25	t1189																				
g25	t1190	False	True	False	False	True	True	False	False	False	False	True	False	False	False	True	False	False	False	False	True
g25	t1191	False	True	False	False	True	True	False	False	False	False	True	False	False	False	True	False	False	False	False	True
g25	t1192																				
g25	t1193	False	True	False	False	True	True	False	False	False	False	True	False	False	False	True	False	False	False	False	True
g26	t1194	False	True	False	True	False	False	False	False	True	True	True	True	True	False	True	False	False	False	True	False
g26	t1195																				
g26	t1196	False	True	False	True	False	False	False	False	True	True	True	True	True	False	True	False	False	False	True	False
g26	t1197	False	True	False	True	False	False	False	False	True	True	True	True	True	False	True	False	False	False	True	False
g26	t1198																				
g26	t1199																				
g26	t1200	False	True	False	True	False	False	False	False	True	True	True	True	True	False	True	False	False	False	True	False
g26	t1201	False	True	False	True	False	False	False	False	True	True	True	True	True	False	True	False	False	False	True	False
g26	t1202	False	True	False	True	False	False	False	False	True	True	True	True	True	False	True	False	False	False	True	False
g26	t1203	False	True	False	True	False	False	False	False	True	True	True	True	True	False	True	False	False	False	True	False
g26	t1204																				
g26	t1205	False	True	False	True	False	False	False	False	True	True	True	True	True	False	True	False	False	False	True	False
g26	t1206																				
g27	t1207	False	False	False	True	False	False	False	True	True	True	False	False	False	False	False	False	False	False	True	True
g27	t1208	False	False	False	True	False	False	False	True	True	True	False	False	False	False	False	False	False	False	True	True
g27	t1209																				
g27	t1210	False	False	False	True	False	False	False	True	True	True	False	False	False	False	False	False	False	False	True	True
g27	t1211	False	False	False	True	False	False	False	True	True	True	False	False	False	False	False	False	False	False	True	True
g27	t1212	False	False	False	True	False	False	False	True	True	True	False	False	False	False	False	False	False	False	True	True
g27	t1213	False	False	False	True	False	False	False	True	True	True	False	False	False	False	False	False	False	False	True	True
g27	t1214																				
g27	t1215																				
g27	t1216	False	False	False	True	False	False	False	True	True	True	False	False	False	False	False	False	False	False	True	True
g27	t1217	False	False	False	True	False	False	False	True	True	True	False	False	False	False	False	False	False	False	True	True
g27	t1218																				
g28	t1219	False	False	True	False	False	True	True	True	False	False	False	False	True	True	False	False	False	False	False	True
g28	t1220																				
g28	t1221																				
g28	t1222	False	False	True	False	False	True	True	True	False	False	False	False	True	True	False	False	False	False	False	True
g28	t1223	False	False	True	False	False	True	True	True	False	False	False	False	True	True	False	False	False	False	False	True
g28	t1224																				
g28	t1225	False	False	True	False	False	True	True	True	False	False	False	False	True	True	False	False	False	False	False	True
g28	t1226																				
g28	t1227	False	False	True	False	False	True	True	True	False	False	False	False	True	True	False	False	False	False	False	True
g29	t1228	False	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	False	True
g29	t1229	False	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	False	True
g29	t1230	False	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	False	True
g29	t1231																				
g29	t1232	False	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	False	True
g29	t1233																				
g29	t1234																				
g29	t1235	False	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	False	True
g29	t1236	False	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	False	True
g29	t1237	False	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	False	True
g29	t1238	False	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	False	True
g29	t1239	False	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	False	True
g29	t1240																				
g29	t1241	False	False	True	True	False	False	True	False	True	True	True	False	False	False	True	False	False	False	False	True
g29	t1242																				
g29	t1243																				
g29	t1244																				
g3	t1245	False	False	False	True	False	True	False	True	True	True	True	False	False	False	True	False	False	False	True	False
g3	t1246	False	False	False	True	False	True	False	True	True	True	True	False	False	False	True	False	False	False	True	False
g3	t1247																				
g3	t1248																				
g3	t1249																				
g3	t1250	False	False	False	True	False	True	False	True	True	True	True	False	False	False	True	False	False	False	True	False
g3	t1251	False	False	False	True	False	True	False	True	True	True	True	False	False	False	True	False	False	False	True	False
g3	t1252	False	False	False	True	False	True	False	True	True	True	True	False	False	False	True	False	False	False	True	False
g3	t1253	False	False	False	True	False	True	False	True	True	True	True	False	False	False	True	False	False	False	True	False
g3	t1254	False	False	False	True	False	True	False	True	True	True	True	False	False	False	True	False	False	False	True	False
g3	t1255	False	False	False	True	False	True	False	True	True	True	True	False	False	False	True	False	False	False	True	False
g30	t1256	True	True	False	False	False	False	False	True	False	True	False	False	False	True	True	True	False	False	False	False
g30	t1257	True	True	False	False	False	False	False	True	False	True	False	False	False	True	True	True	False	False	False	False
g30	t1258																				
g30	t1259	True	True	False	False	False	False	False	True	False	True	False	False	False	True	True	True	False	False	False	False
g30	t1260	True	True	False	False	False	False	False	True	False	True	False	False	False	True	True	True	False	False	False	False
g30	t1261																				
g31	t1262	False	False	False	False	True	False	True	False	True	True	False	True	False	False	True	False	False	True	True	False
g31	t1263	False	False	False	False	True	False	True	False	True	True	False	True	False	False	True	False	False	True	True	False
g31	t1264	False	False	False	False	True	False	True	False	True	True	False	True	False	False	True	False	False	True	True	False
g31	t1265																				
g32	t1266	True	True	False	True	True	True	False	False	False	False	False	False	False	True	False	False	False	True	False	True
g32	t1267																				
g32	t1268	True	True	False	True	True	True	False	False	False	False	False	False	False	True	False	False	False	True	False	True
g32	t1269	True	True	False	True	True	True	False	False	False	False	False	False	False	True	False	False	False	True	False	True
g32	t1270	True	True	False	True	True	True	False	False	False	False	False	False	False	True	False	False	False	True	False	True
g32	t1271																				
g32	t1272																				
g32	t1273	True	True	False	True	True	True	False	False	False	False	False	False	False	True	False	False	False	True	False	True
g32	t1274																				
g32	t1275	True	True	False	True	True	True	False	False	False	False	False	False	False	True	False	False	False	True	False	True
g32	t1276	True	True	False	True	True	True	False	False	False	False	False	False	False	True	False	False	False	True	False	True
g32	t1277																				
g32	t1278																				
g33	t1279	False	True	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
g33	t1280																				
g33	t1281	False	True	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
g33	t1282	False	True	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
g33	t1283	False	True	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
g33	t1284																				
g33	t1285																				
g33	t1286	False	True	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
g33	t1287	False	True	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
g33	t1288																				
g33	t1289	False	True	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
g33	t1290	False	True	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
g33	t1291																				
g33	t1292	False	True	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
g33	t1293	False	True	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
g34	t1294	False	False	False	False	True	True	False	False	False	True	True	False	False	False	False	False	False	True	True	True
g34	t1295																				
g34	t1296																				
g34	t1297	False	False	False	False	True	True	False	False	False	True	True	False	False	False	False	False	False	True	True	True
g34	t1298	False	False	False	False	True	True	False	False	False	True	True	False	False	False	False	False	False	True	True	True
g34	t1299	False	False	False	False	True	True	False	False	False	True	True	False	False	False	False	False	False	True	True	True
g35	t1300	False	True	True	True	True	True	True	False	False	False	True	True	False	False	True	False	False	False	False	False
g35	t1301																				
g35	t1302	False	True	True	True	True	True	True	False	False	False	True	True	False	False	True	False	False	False	False	False
g35	t1303																				
g35	t1304																				
g35	t1305																				
g35	t1306	False	True	True	True	True	True	True	False	False	False	True	True	False	False	True	False	False	False	False	False
g35	t1307	False	True	True	True	True	True	True	False	False	False	True	True	False	False	True	False	False	False	False	False
g35	t1308	False	True	True	True	True	True	True	False	False	False	True	True	False	False	True	False	False	False	False	False
g35	t1309	False	True	True	True	True	True	True	False	False	False	True	True	False	False	True	False	False	False	False	False
g36	t1310																				
g36	t1311																				
g36	t1312																				
g36	t1313	False	True	False	False	False	True	False	True	True	True	False	False	True	True	False	False	False	True	True	False
g36	t1314	False	True	False	False	False	True	False	True	True	True	False	False	True	True	False	False	False	True	True	False
g36	t1315	False	True	False	False	False	True	False	True	True	True	False	False	True	True	False	False	False	True	True	False
g36	t1316	False	True	False	False	False	True	False	True	True	True	False	False	True	True	False	False	False	True	True	False
g37	t1317	True	False	True	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	False	True
g37	t1318																				
g37	t1319	True	False	True	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	False	True
g37	t1320																				
g37	t1321	True	False	True	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	False	True
g37	t1322	True	False	True	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	False	True
g37	t1323																				
g37	t1324	True	False	True	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	False	True
g37	t1325	True	False	True	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	False	True
g37	t1326	True	False	True	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	False	True
g37	t1327																				
g37	t1328	True	False	True	False	False	False	False	True	False	True	True	True	False	False	False	False	False	False	False	True
g37	t1329																				
g37	t1330																				
g38	t1331	False	True	False	False	False	True	False	True	False	False	True	False	False	False	True	False	False	True	False	True
